Abstract,DOI
scope relationship dietary vitamin plasma pivkaii concentration biomarker hepatic vitamin status yupik population southwestern alaska investigated total 659 male female selfreported yupik people years age enrolled blood collected genotyping plasma pivkaii biomarker yupikspecific dietary food frequency questionnaire used assess vitamin intake among consuming foods rich vitamin past year pivkaii concentration ml1 indicating vitamin insufficiency odds elevated pivkaii concentration lower individuals reporting versus consumption vitaminkrich foods association significant adjusting cyp4f23 genotype tundra greens high vitamin content exploratory suggests subsistence meat sources greater effect vitamin status substantial proportion yupik population exhibits vitamin insufficiency associated low consumption vitamin rich foods might affect individuals response anticoagulant drugs warfarin target vitamin cycle,10.1002/mnfr.201700746
determine impact food insecurity hiv viral load cd4 count among people coinfected hiv hepatitis virus hcv conducted using food security hivhcv substudy canadian coinfection measured using adult scale health canadas household food security survey module classified three categories food security moderate food insecurity severe food insecurity association hiv viral load cd4 count assessed using stabilized inverse probability weighted marginal structural model total 725 hivhcvcoinfected people 1973 personvisits years followup contributed baseline experienced moderate food insecurity experienced severe food insecurity proportion people undetectable hiv viral load median cd4 count 460 interquartile range iqr 300665 cellsl people experiencing severe food insecurity 147 times confidence interval 114 188 risk detectable hiv viral load 091fold 084 098 increase cd4 count compared people food secure provide evidence negative impact food insecurity hiv viral load cd4 count among hivhcvcoinfected people,10.1111/hiv.12561
reduce readmissions improve patient cirrhotic better understanding readmission predictors performed singlecenter admitted decompensated cirrhosis january 2011 december 2013 222 primary time first readmission 30d readmission rate due complications cirrhosis demographic collected help describe predictors readmission along care coordination postdischarge status outpatient followup univariate multivariate analyses performed describe variables associated readmission one hundred thirtytwo 594 readmitted least period median time first second readmissions respectively thirty 90d readmission rates 207 301 percent respectively predictors 30d readmission included education level hepatic encephalopathy index alt upper normal limit medicare coverage statistically significant differences readmission rates stratified discharge disposition outpatient followup provider time first outpatient visit readmissions challenging aspect care cirrhotic risk continues beyond initiatives needed develop enhanced longitudinal postdischarge systems,10.3748/wjg.v23.i37.6868
sharing equipment used injecting drug use idu substantial cause disease burden contributor bloodborne virus transmission global multistage identify prevalence idu among people aged 1564 years sociodemographic characteristics risk factors people inject drugs pwid prevalence hiv hepatitis virus hcv hepatitis virus hbv among pwid consistent gather prisma guidelines without language restrictions systematically searched peerreviewed databases medline embase psycinfo articles published since 2008 latest searches june 2017 searched grey literature websites databases searches april august 2016 disseminated requests international experts agencies requests sent october 2016 searched idu prevalence characteristics pwid including gender age sociodemographic risk characteristics prevalence hiv hcv hbv among pwid eligible prevalence idu hiv antibody hbsag hcv antibody among pwid selected multiple estimates available pooled country via random effects metaanalysis eligible percentage pwid female younger years recently homeless ever arrested ever incarcerated recently engaged sex work sexual risk injecting risk whose drugs injected opioids stimulants generated regional global estimates line previous global reviews reviewed 55671 papers reports extracted 1147 eligible records evidence idu recorded 179 206 countries territories cover population aged 1564 years increase countries mostly subsaharan africa pacific islands since 2008 idu prevalence estimates identified countries estimate 15·6 million uncertainty interval 10·223·7 million pwid aged 1564 years globally 3·2 million 1·65·1 million women 12·5 million 7·518·4 million men gender composition varied location women estimated comprise 30·0 28·531·5 pwid north america 33·4 31·035·6 australasia compared 3·1 2·14·1 south asia globally estimate 17·8 10·824·8 pwid living hiv 52·3 42·462·1 hcvantibody positive 9·0 5·113·2 hbv surface antigen positive substantial geographic variation levels globally estimate 82·9 76·688·9 pwid mainly inject opioids 33·0 24·342·0 mainly inject stimulants estimate 27·9 20·936·8 pwid globally younger years 21·7 15·827·9 recently within past year experienced homelessness unstable housing 57·9 50·565·2 history incarceration interpretation identified evidence idu countries 2008 new countries largely consisting lowincome middleincome countries africa across countries substantial number pwid living hiv hcv exposed multiple adverse risk environments increase health harms funding australian national drug alcohol centre australian national health medical council open society foundation world health organization global fund unaids,10.1016/S2214-109X(17)30375-3
hepatitis vaccination effective way prevent virus infection taken control prevalence achieved significant prevalence rural china among adults remains problematic sheds new light determinants vaccine uptake inequality according socioeconomic status rural areas china interviewed 22283 adults aged 1859 years 8444 households villages provinces vaccination status modeled using two logistic models whether take least one vaccine whether complete entire vaccination regime erreygers concentration index formula see text used quantify degree inequality decomposition approach used uncover determinants inequality vaccine uptake found coverage rate vaccination 202 completion rate 160 formula see text least one dose 0081 three doses 0076 revealed substantial prorich inequality income contributed largest percentage vaccination inequalities 5217 least one dose 5203 complete vaccinations awareness another important cause inequality vaccination around imply rich greater tendency vaccinate inequality favouring rich almost equal complete three doses factors associated vaccination uptake inequalities multifaceted income status awareness barriers poor take vaccine adults rural china,10.1080/21645515.2017.1396401
evaluate potential risk factors including noncommunicable diseases morbid obesity women years age performed casecontrol 110 morbidly obese women 110 women adequate weight matched age control ratio women years old nonmenopausal possible risk factors evaluated selfreport questionnaire assessing sociodemographic obstetric gynecological characteristics presence noncommunicable diseases habits multiple logistic regression used estimate odds ratio respective confidence intervals menarche years old teenage pregnancy lower educational level shown risk factors morbid obesity among women reproductive age incidences noncommunicable diseases diabetes hypertension dyslipidemia liver disease lung disease thyroid dysfunction joint pain increased women morbid obesity early menarche teenage pregnancy low education level risk factors occurrence morbid obesity women reproductive age noncommunicable diseases already prevalent women morbid obesity even years age,10.6061/clinics/2017(09)05
high levels gamma glutamyltransferase gammagt alanine aminotransferase alt well fatty liver index fli associated higher cardiovascular disease risk factors adults examine relationship gammagt alt fatty liver index fli levels across gradient number ideal cardiovascular health metrics representative sample adults chilean national health survey 20092010 1023 men 1449 women years chilean health survey 20092010 analyzed ideal cardiovascular health defined meeting ideal levels following components four behaviours smoking body mass index physical activity diet adherence three factors total cholesterol blood pressure fasting glucose adults grouped three categories according number ideal cardiovascular health metrics ideal metrics intermediate metrics poor metrics blood levels gammagt alt measured fli calculated higher number ideal cardiovascular health index metric associated lower gammagt alt fli trend 0001 also adults meeting least metrics predicted less likely prevalence abnormal levels gammagt fli p0001 compared adults met metrics reinforce usefulness ideal cardiovascular health metrics proposed american heart association tool identify target promote cardiovascular health southamerican adults,10.1371/journal.pone.0185908
aimed investigate hepatitis virus hcv epidemiology among hemodialysis middle east north africa mena source hcv biological database populated literature searches descriptive epidemiologic syntheses effects metaanalyses metaregressions genotype analyses conducted analyzed 289 studies including 106 463 hcv incidence ranged 100 seroconversion risk 14·7 per 1000 personyears incidence rate regional pooled mean estimate 29·2 25·632·8 hcv antibody positive prevalence 63·0 55·470·3 viremic rate region within mena country income group year collection associated hcv prevalence year collection adjusted odds ratio 0·92 0·900·95 genotype diversity varied across countries four genotypes documented regionally genotype 39·3 genotype 5·7 genotype 29·6 genotype 25·4 showed onethird hcv antibody positive onefifth chronic carriers transmit infection however hcv prevalence declining context growing patient population increasing hcv treatment availability critical improve standards infection control dialysis expand treatment coverage,10.1017/S0950268817002242
importance low health literacy known adversely affect health chronic medical conditions knowledge association health literacy postoperative studied indepth surgical patient population evaluate association health literacy postoperative undergoing major abdominal surgery november 2010 december 2013 1239 undergoing elective gastric colorectal hepatic pancreatic resections benign malignant disease single academic institution retrospectively reviewed patient demographics education insurance status procedure type american society anesthesiologists status charlson comorbidity index postoperative including length stay emergency department visits hospital readmissions reviewed electronic medical records health literacy levels assessed using brief health literacy screen validated tool administered nursing staff members hospital admission multivariate used determine association health literacy levels postoperative controlling patient demographics characteristics association health literacy postoperative 30day emergency department visits 90day hospital readmissions index hospitalization length stay 1239 participated 624 504 women 1083 874 white black raceethnicity mean brief health literacy screen score 129 275 range 315 median educational attainment 130 years lower health literacy levels longer length stay unadjusted 095099 p004 adjusted 003026 p02 analyses however lower health literacy significantly associated increased rates 30day emergency department visits 90day hospital readmissions relevance lower health literacy levels independently associated longer index hospitalization lengths stay undergoing major abdominal surgery role health literacy needs evaluated within surgical practices improve health care use,10.1001/jamasurg.2017.3832
despite production stopped 1970s polychlorinated biphenyls pcbs represent persistent organic pollutants continue pose serious human health risk exposure pcbs linked chronic inflammatory diseases cardiovascular disease type diabetes obesity well hepatic disorders endocrine dysfunction neurological deficits many others complicated pcbs strong hydrophobicity resulting ability accumulate food chain stored fat deposits means completely avoiding exposure possible thus requiring need develop strategies mitigate disease risks associated exposure pcbs currently excitement use nutritional compounds way inhibiting inflammation associated pcbs yet suboptimal delivery pharmacology compounds may sufficient acute exposures discuss current state knowledge pcb toxicity antioxidant antiinflammatory nanocarrier systems may useful enhanced treatment modality reducing pcb toxicity,10.1007/s13346-017-0429-9
overconsumption highfat diet hfd sugarsweetened beverages risk factors developing obesity insulin resistance fatty liver disease dissected mechanisms underlying association using mice fed either chow hfd without fructose glucosesupplemented water chowfed mice major physiological difference fructose glucose supplementation hand mice hfd supplemented fructose developed pronounced obesity glucose intolerance hepatomegaly compared glucosesupplemented hfd mice despite similar caloric intake fructose glucose supplementation also distinct effects expression lipogenic transcription factors chrebp srebp1c sugars increased chrebp fructose supplementation uniquely increased srebp1c downstream fatty acid synthesis genes resulting reduced liver insulin signaling contrast glucose enhanced total chrebp expression triglyceride synthesis associated improved hepatic insulin signaling metabolomic rna sequence confirmed dichotomous effects fructose glucose supplementation liver metabolism spite inducing similar hepatic lipid accumulation ketohexokinase first enzyme fructose metabolism increased fructosefed mice obese humans steatohepatitis knockdown ketohexokinase liver improved hepatic steatosis glucose tolerance fructosesupplemented mice thus fructose component dietary sugar distinctively associated poor metabolic whereas increased glucose intake may protective,10.1172/JCI94585
psychosocial evaluation liver transplant identify risk factors nonadherence poor posttransplant despite broad support evaluations evidence justifying components thus far limited investigated whether variables assessed psychosocial evaluation liver transplant predict immunosuppressant nonadherence graft rejection included 248 adult liver recipients least year transplant least measured tacrolimus levels predictor variables pretransplant evaluation defined priori included sociodemographic factors age race time since transplant psychiatric history substance abuse history education level social support nonadherence determined using medication level variability index measure adherence reflective high medication level fluctuation nonadherence medication level variability index biopsyconfirmed rejection obtained 1year posttransplant present found nonadherent tacrolimus medication level variability index rejection 271 black 310 significantly higher index scores time since transplant correlated medical level variability index 015 however logistic regression none predefined psychosocial variables predicted nonadherence rejection confirmed significant association medication level variability index rejection validating measure clinically significant nonadherence large sample high rates nonadherence none pretransplant psychosocial variables commonly used standard liver transplant evaluations predicted nonadherence rejection call question current selection criteria future studies needed investigate comprehensive psychosocial variables ability determine posttransplant,10.6002/ect.2016.0349
controlling hepatitis virus hcv transmission among people inject drugs pwid focused preventing sharing syringes drug preparation paraphernalia unclear whether hcv incidence linked sharing paraphernalia reflects contamination paraphernalia syringemediated contamination drugs shared experiments designed replicate realworld injection practices drugs shared residual contents hcvcontaminated syringes detachable fixed needled passed cookers filters used pwid preparing drugs injection introduced second syringe items tested presence infectious hcv using chimeric hcv luciferase gene hepatitis virus could recovered cookers regardless input syringe type cooker recovery higher comparing detachable needles fixed needles residue input syringes 738 filters 154 receptive syringes 938 457 consistent hypothesis sharing paraphernalia directly result hcv transmission surrogate transmissions resulting sharing drugs important hcv prevention efforts programs provide education safe injection supplies pwid populations,10.1093/infdis/jix427
although opioiddependent disproportionately impacted hepatitis hcv many receive treatment addition hcv treatmentaccess barriers substanceusing may reluctant pursue treatment wariness medical system lack knowledge stigma related hcv treatment implementation formal peer education program one model reducing provider patientlevel barriers hcv treatment enhancing mutual trust reducing stigma used thematic qualitative explore hcv peer educators perceived hcv peer program within established methadone maintenance program usa unanimously described program beneficial described peer educators normalization dispelling myths fears around hcv treatment exemplification hcv treatment success reductions perceived stigma peer educators described personal benefits indicate hcv peer educators enhance hcv treatment initiation engagement within opioid substitution programs,10.1186/s12954-017-0192-8
methadone maintenance treatment mmt program curb dual epidemics hivaids drug use administered china since 2004 little known regarding geographic heterogeneity hiv hepatitis virus hcv infections among mmt clients resourceconstrained context chinese provinces guangxi aimed characterize geographic distribution patterns coclustered epidemic factors hiv hcv coinfections county level among drug users receiving mmt guangxi zhuang autonomous region located southwestern border area china baseline drug users demographic behavioral biological characteristics mmt clinics guangxi zhuang autonomous region period march 2004 december 2014 obtained national hiv databases residential addresses entered geographical information system gis program analyzed spatial clustering hiv hcv coinfections among mmt clients county level using geographic autocorrelation geographic scan statistics total 31015 mmt clients analyzed prevalence hiv hcv coinfections 1305 7251 1196 respectively geographic autocorrelation geographic scan statistics showed hiv hcv coinfections guangxi zhuang autonomous region exhibited significant geographic clustering county level morans values 033 041 030 respectively 005 significant highrisk overlapping clusters infections restricted within 1095 km2 radius locations county cluster center infections also coclustered certain characteristics unmarried primary level education used drugs years receptive sharing syringes others highrisk clusters characteristics likely reside areas surrounding county hiv hcv coinfections among mmt clients guangxi zhuang autonomous region presented substantial geographic heterogeneity county level number overlapping significant clusters areas surrounding county effective enrolling highrisk clients mmt programs turn might enable people inject drugs inject less share fewer syringes receive referrals hiv hcv treatment timely manner,10.1186/s12889-017-4769-7
nonalcoholic fatty liver disease nafld incorporates extensive spectrum histologic liver abnormalities varying simple triglyceride accumulation hepatocytes nonalcoholic fatty liver nafl nonalcoholic steatohepatitis nash frequent chronic liver disease industrialized world beyond liver related complications cirrhosis hepatocellular carcinoma nafld also emerging risk factor type diabetes cardiovascular disease currently lifestyle including strategies reduce body weight increase regular physical activity represents mainstay nafld management total caloric intake plays important role development treatment nafld however apart caloric restriction alone modifying quality diet modulating either macro micronutrient composition also markedly affect evolution nafld offering realistic feasible treatment alternative present summarize currently available evidence trials effects different nutrients including carbohydrates lipids protein dietary components isocaloric conditions nafld people high cardiometabolic risk also describe plausible mechanisms different dietary components could modulate liver fat content,10.3390/nu9101065
presents literature conducted working group topic inflammation infection exposure human microbiome infection chronic inflammation elevate risk cardiovascular disease cancer environmental exposures common among south asian subgroups arsenic exposure among bangladeshis particulate matter air pollution among taxi drivers also pose risks explores effects exposure arsenic particulate matter well infections common among sas including human papillomavirus hpv hepatitis infection emerging human microbiome effect microbiome changes obesity diabetes risk among sas also explored,10.1007/s10903-017-0652-y
global migration hepatitis endemic countries poses significant public health challenge receiving lowprevalence countries chinese migrants high risk group hepatitis however underserved population infrequently accesses healthcare sought increase understanding determinants hepatitis testing healthcare access among migrants chinese ethnicity living england sought obtain integrate insights different key stakeholders system conducted six focus group discussions indepth interviews community members identifying chinese interviewed clinicians nine health service commissioners thematically analysed corroborated two validation workshops three thematic categories emerged knowledge awareness visibility disease health service issues low disease knowledge awareness levels among community members contributed erroneous personal risk perception suboptimal engagement services limited clinician knowledge led missed opportunities test inaccurate assessments infection risks chinese little social discourse considerable stigma linked disease among subsections chinese population lack visibility issue population within health system meant health needs prioritised clinicians commissioners service accessibility also affected lack language support greater use community outreach consultation aids cultural competency training locally adapted testing protocols may help hepatitis among migrants chinese ethnicity england characterised invisible disease invisible population multimodal solutions needed tackle barriers within population health system,10.1186/s12889-017-4796-4
nonalcoholic fatty liver disease nafld represents common form chronic liver injury progress cirrhosis hepatocellular carcinoma multihit theory involving high fat diet signals gutliver axis hypothesized role nlrp3inflammasome senses dangerous signals controversial nlrp3 wildtype mice fed westernlifestyle diet fructose drinking water hfhc chow diet nlrp3hfhc showed higher hepatic expression ppar regulates lipid uptake storage triglyceride content histological score liver injury greater adipose tissue inflammation nlrp3hfhc dysregulation gut immune response impaired antimicrobial peptides expression increased intestinal permeability occurrence dysbiotic microbiota led bacterial translocation associated higher hepatic expression tlr4 lps receptor tlr9 receptor doublestranded bacterial dna antibiotic treatment gramnegative species bacterial translocation reduced adverse effects restored liver adipose tissue combination westernlifestyle diet innate immune dysfunction leads nafld progression mediated least part dysbiosis bacterial translocation thus identifying new specific targets nafld therapy,10.1038/s41598-017-11744-6
nonalcoholic fatty liver disease nafld comprises wide spectrum hepatic disorders simple steatosis hepatic necroinflammation leading nonalcoholic steatohepatitis nash although prevalence multifactorial pathologies continuously increasing population still established treatment weight loss change lifestyle habits hypocaloric diet physical exercise framework increasing evidence several food bioactives dietary patterns effective reversing preventing onset pathologies studies claimed better responses obtained treatments performed multifaceted approach using different bioactive compounds act complementary targets thus work current strategies treating nafld nash based multiingredientbased supplements mediterranean diet dietary pattern rich bioactive compounds reviewed furthermore usefulness omics techniques effective multiingredient nutritional predict monitor response disorders also discussed,10.3390/nu9101052
previously compared potential effects different strategies achieving dietary vitamin adequacy lives saved tool list permits estimates lives saved currently considers periodic supplements vassobjective aimed adapt list estimating mortality impact vass estimate impact food fortification child mortality estimate number lives saved macroregions cameroonmethods used national dietary intake predict effects programs adequacy intake list parameters population affected fraction coverage replaced estimates prevalence inadequate intake effective coverage proportion achieving adequate intake used model liver stores derive estimate mortality reduction achieving dietary adequacy estimate conservative assumption equivalent mortality reduction vas intake applied projections cameroonresults 22173048 total estimated vapreventable deaths year occurring north macroregion relation effective coverage lives saved differed year macroregion due differences total deaths diarrhea burden prevalence low intake estimates lives saved vass common similar use adapted 2012 north 7431021 south 280385 yaoundé douala 146202 usual list north 697 south 381 yaoundé douala 147conclusions linking effective coverage estimates adapted list permits estimation effects combinations programs beyond vass child mortality aid program planning management rigorous program monitoring evaluation necessary confirm predicted impacts,10.3945/jn.116.242271
recent direct acting antivirals daas treating hepatitis virus hcv significantly assist world reaching international target elimination 2030 yet challenge facing many individuals countries today lies ability access treatments due relatively high prices gilead sciences applies differential pricing licensing strategies arguing provides fairer equitable access lifesaving medicines analyses gileads tiered pricing voluntary licencing strategy access daas examined seven countries africa egypt ethiopia nigeria democratic republic congo cameroon rwanda south africa assess financial capacity provide daas treatment hcv present voluntary licensing tieredpricing arrangements countries selected explore experience countries range different burdens hcv shared eligibility supply licensed generic producers discounted gilead prices cost 12weeks generic daa varies 684 per patient treated egypt 750 per patient treated countries countries also procure daa 12weeks treatment originator gilead cost 1200 per patient current prices daas generic originator manufacturers much median annual income per capita annual health budget countries governments alone bear costs universal treatment coverage required additional health expenditure present rates would range increase south africa staggering 403 cameroon current arrangements increasing access daas towards elimination hcv facing challenges would require increases expenditure either burdensome governments potentially individuals families countries need implement flexibilities doha declaration trade related intellectual property rights agreement including compulsory licensing patent opposition also requires political commitment financial global solidarity civil society activism,10.1186/s12992-017-0297-6
hepatitis virus hcv infection worldwide public health problem characterisation differences exposure sources among genders enable improvements surveillance actions exposure obtained 1180 confirmed hcv cases brazils mandatory reporting epidemiological surveillance directed reference laboratory rio janeiro brazil chisquare test used assess associations exposure sources gender prevalence ratio calculated exposures showed association showed 577 cases female associations snorting drugs sexual activity surgery aesthetic procedures blood transfusions educational level observed 0001 men showed 253 133357 483 354659 218 133357 times exposure sniffing drugs risky sex higher levels education respectively women women demonstrated 446 321621 194 143263 310 209461 times exposure surgery aesthetic procedures blood transfusions respectively men showed differences risk behaviours associated gender among hcv carriers likely significantly influence practice regarding adoption specific approaches counselling control policies prevent emergence new cases break chain transmission virus,10.1590/0074-02760160553
world health organization seeks achieve goal viral hepatitis elimination 2030 lack general knowledge viral hepatitis seems barrier reaching goal designed evaluate knowledge attitude practice kap regarding hepatitis virus hbv hepatitis virus hcv infections among iranian health sciences students iranian medical sciences universities using national survey survey conducted second hepatitis awareness campaign held iranian national hepatitis week october 2228 2016 students visited booths willing participate survey selected using convenience sampling hbv hcvrelated kap evaluated two thousand one hundred fiftysix health sciences students mean age 2124 years participated survey mean kap scores 735 488 possible score 567 students experience accidental exposures blood 216 better kap scores compared students without experiences mean kap scores associated year education field university province p05 showed hbv hcvrelated kap sample iranian health sciences students satisfying also demonstrated priority needing regarding kap subject areas lower years education universities compared others,10.1016/j.ajic.2017.07.012
hepatitis virus hbv affects people worldwide local burden especially pregnant women new born babies unknown rwanda hivinfected individuals also infected hbv supposed initiated art immediately hbv easily transmitted mother child delivery sought estimate prevalence chronic hbv infection among pregnant women attending antenatal clinic anc rwanda determine factors associated hbv hiv coinfection used crosssectional survey targeting pregnant women sentinel sites pregnant women tested hepatitis surface antigen hbsag hiv infection series tests done ensure high sensitivity multivariable logistic regression used identify independent predictors hbvhiv coinfection among collected anc sentinel surveillance included age marital status education level occupation residence pregnancy syphilis infection prevalence hbsag among 13121 pregnant women 3440 similar among different sociodemographic characteristics assessed proportion hivinfection among hbsagpositive pregnant women 2563 prevalence hbvhiv coinfection higher among women aged 1524 years compared women aged 2549 years aor 18270 women residing urban areas seemed hbvhiv coinfection compared women residing rural areas aor 12164 women two pregnancies potentially coinfection compared two less aor 17278 women rprpositive test seemed associated hbvhiv coinfection aor 249 501229 chronic hbv infection public health problem among pregnant women rwanda understanding hbvhiv coinfection may prominent younger women urban residences help inform strengthen hbv prevention treatment programmes among hivinfected pregnant women crucial population,10.1186/s12879-017-2714-0
developed countries epicenter obesity pandemic pulse crop consumption well recommended levels recent metaanalysis trials pulse consumption associated improved weight control reduced adiposity although underlying mechanisms matter speculation common bean phaseolus vulgaris widely consumed pulse crop focus using outbred genetic models dietary induced obesity resistance dietary induced obesity sensitivity rat impact bean consumption investigated efficiency consumed food converted body mass food efficiency ratio body fat accumulation adipocyte morphometrics patterns protein expression associated lipid metabolism cooked whole bean well commercially prepared cooked bean powders evaluated bean consumption affect food efficiency ratio bean reduced visceral adiposity adipocyte size obesity sensitive resistant rats liver bean consumption increased carnitine palmitoyl transferase rate limiting step long chain fatty acid oxidation also resulted lower levels circulating triglycerides collectively consistent finding pulse consumption antiobesogenic indicate one mechanism cooked bean exerts bioactivity oxidation long chain fatty acids,10.3390/nu9090998
sorafenib currently food drug administrationapproved firstline therapy advanced hepatocellular carcinoma examining sorafenib starting dose may influence patient costs retrospectively evaluated 4903 128 veterans health administration hospitals prescribed sorafenib hepatocellular carcinoma january 2006 april 2015 propensity score matching account potential treatment bias hazard ratios hrs calculated using cox regression tested noninferiority margin matched multivariate logistic regression performed adjust potential confounders primary end point overall survival prescribed standard starting dosage sorafenib 800 mgd per versus prescribed reduced starting dose sorafenib 800 mgd per 3094 standard dose sorafenib 1809 reduced starting dose sorafenib reduced starting dose sorafenib barcelona clinic liver cancer stage 001 higher model endstage liver disease sodium scores 001 higher childturcottepugh scores 001 higher cirrhosis comorbidity index scores consequently reduced starting dose sorafenib lower median 200 233 days 110 propensity score matching adjusting potential confounders longer significant difference adjusted hazard ratio hradj 092 083 101 fell significantly noninferiority margin 001 reduced starting dose sorafenib experienced significantly lower total cumulative sorafenib cost less likely discontinue sorafenib gastrointestinal adverse effects 108 047 initiation sorafenib therapy reduced dosages associated reduced pill burden reduced treatment costs trend toward decreased rate discontinuing sorafenib adverse events reduced dosing associated inferior relative standard dosing,10.1200/JCO.2017.73.8245
hepatitis virus hev discovered 1980s considered confined developing countries critical determine reported hev seroprevalence rates italy identify predisposing factors individuals risk assess possible importation hev immigrants critical 159 articles published pubmed 1994 date done original reports written english italian language included three decades hev seroprevalence varied 012 highest rates reported central region italy risk factors included ingestion raw pork potentially contaminated food seroprevalence among immigrants ranged 153 197 apulia italy population 60656000 total number individuals surveyed 21882 0036 national epidemiological survey program needed capture comprehensive seroprevalence,10.1016/j.jiph.2017.08.004
assess ability high intensity exercise counteract deleterious effects fast food diet cardiometabolic profile young healthy men fifteen men subjected exclusive fast food diet popular fast food restaurant chain three extra value mealsday optional snack consecutive days simultaneously asked perform day high intensity interval training hiit sec sprint intervals maximal heart rate treadmill fast food diet energy expenditure profiles assessed well body composition dxa cardiometabolic profile lipid hepatic enzymes glycated hemoglobin glucose insulin hscreactive protein hscrp blood pressure estimated maximal oxygen consumption vo2 max pre postexperiment found significant improvements fat mass lean body mass estimated max fasting glucose serum lipoproteina hscrp 005 hdlcholesterol significantly decreased 0002 triglycerideshdlcholesterol ratio change cardiometabolic variables measured remained stable includes primary homa index pre 183 post 154 values 035 large part insulin resistance cardiometabolic profile young healthy individuals seems protected hiit fast food diet,10.3390/nu9090943
caffeinated energy drinks eds increasingly popular among adolescents despite growing evidence negative health effects consumption eds seen substantial increase past decades especially western asian countries eds contain high levels caffeine sugar novel ingredients often marketed youthoriented media venues known unknown pharmacology constituents eds poses risk caffeine toxicity ill effects consumed young people caffeine intoxication may result tachycardia vomiting cardiac arrhythmias seizures even death health concerns related consumption eds include obesity dental enamel erosion resulting acidity eds coingestion caffeine ethanol associated increased risktaking behaviors adolescent users impaired driving increased use illicit substances several researchers demonstrated consuming alcohol mixed energy drinks leads altered subjective states including decreased perceived intoxication enhanced stimulation increased desire drinkincreased drinking compared consuming alcohol alone caffeines effect intoxication may pronounced mixers artificially sweetened lack sucrose slows rate gastric emptying alcohol health care providers educate youth parents risks caffeinated drinks emergency department clinicians consider asking traditional caffeine usage substance use assessing patient symptoms policy makers increase attention introducing regulatory policies television food advertising youth exposed failure comply standards efficacious product labelling absence broader education regarding guidelines need addressed studies must done improve understanding potential negative consequences caffeinated energy drinks health,10.23750/abm.v88i2.6664
chronic hepatitis virus hcv infection serious public health problem worldwide china country largest number hcv infections world plays significant role eliminating hepatitis due different financial situations education hepatitis take different actions disease treatment management therefore antiviral treatment status attached great importance learn medical demand nationwide multicenter survey conducted july 2015 june 2016 1798 inpatients outpatients chronic hcv hospitals participated survey patient completed questionnaire questions hisher antiviral therapy status perception treatment barriers expectations future treatment total 1622 including 1241 chronic hepatitis 344 cirrhosis hepatocellular carcinoma fulfilled collection requirements finally included overall 307 currently intend receive antiviral therapy reason expecting potent welltolerance medication 315 followed fear interferon related side effects 275 multiple regression showed annual income severity hcv comorbidity independent predictors receiving antiviral therapy whole expecting potent well tolerance medication available soon summary pegifnrbv treatment regimen meet need well safe efficient directacting antivirals urgently needed mainland china,10.1097/MD.0000000000007885
hepatocellular carcinoma hcc represents fifth common malignancy third cancerrelated cause death worldwide liver transplantation excellent treatment small hcc associated cirrhosis investigate possible strategies treatment hcc recurrence based current evidence literature search performed independently two authors using pubmed embase scopus cochrane library central search limited studies humans reported english language thanks strict selection criteria hcc achieved survival rate five years however recurrence hcc transplantation remains serious problem affects posttransplant cases recurrences occur within first years late recurrences described prognosis recurrence poor despite numerous proposals therapeutic option lower levels immunosuppressive therapy use mammalian targets rapamycin mtors potential preventive strategy reduce hcc recurrence postlt surgical resection locoregional therapies mainly tace rfa play important role associated improved survival conversely multikinase inhibitors sorafenib association mtor inhibitors play role cases advanced hcc recurrence suitable surgical ablative approach treating hcc recurrence multidisciplinary workup involving hepatologists surgeons oncologists radiologists order offer patienttailored therapy,
hepatitis virus infection hcv serious underdiagnosed disease generally treated successfully therefore nationwide hcv awareness campaign implemented netherlands targeting people inject drugs pwid addiction care pwid highrisk groups general population public assess effectiveness costeffectiveness used campaign pwid addiction care centres netherlands provided proactive individual hcv consultation testing public consisted health education mass media instruction health care professionals markov chain model used estimate incremental costeffectiveness ratios icer cost per qaly gained included daa treatment scenario estimate effect treatment strategies costeffectiveness pwid identified 257 additional hcvcarriers icer 9056 604313523 compared public identified additional hcvcarriers icer 18421 737625490119 compared probabilistic sensitivity showed probability pwid costeffective 100 also showed probability public exceed dutch threshold costeffectiveness 20000 new treatment regimens likely improve costeffectiveness strategy nationwide hcv awareness finding campaign targeting pwid effective costeffective targeting risk groups general population showed modest effect therefore less likely costeffective,10.1016/j.drugpo.2017.07.022
prevalence type2 diabetes dramatically increased worldwide last decades lifestyle factors sedentariness noxious food together genetic susceptibility wellknown actors accumulating evidence suggesting endocrine disrupting chemicals edcs may also play pathophysiological role occurrence metabolic diseases experimental epidemiological evidence support role early chronic exposure low doses chemical pollutants endocrine metabolic disrupting effects present food chain accumulate fat mass absorption rodents bisphenol stimulates synthesis secretion pancreatic cells disturbs insulin signaling liver muscle adipose tissue epigenetic changes leading insulin resistance cell impairment humans epidemiological reports show link exposure pesticides polychlorinated bisphenyls bisphenol phthalates dioxins aromatic polycyclic hydrocarbides heavy metals dt2 acute accidental releases early life andor chronic low doses exposure longitudinal studies needed determine importance environmental risk factors,10.1016/j.crvi.2017.07.003
